StockCode,Forecast_Demand,Safety_Stock,Reorder_Point,Inventory_Position,Reorder_Quantity,Risk_Category,Risk_Action,Current_Stock_Value_GBP,Reorder_Capital_Required_GBP,Excess_Capital_Tied_Up_GBP,Lead_Time_Weeks
21442,39.25,54.0,132.5,86.0,71.0,HIGH STOCKOUT RISK,REORDER NOW,96.45279411764706,79.62963235294117,0.0,2
21983,39.25,169.0,247.5,149.0,8.0,HIGH STOCKOUT RISK,REORDER NOW,61.8870820668693,3.322796352583586,0.0,2
22190,39.25,60.0,138.5,55.0,102.0,HIGH STOCKOUT RISK,REORDER NOW,129.82235772357723,240.7614634146341,0.0,2
21441,39.0,56.0,134.0,71.0,85.0,HIGH STOCKOUT RISK,REORDER NOW,78.14768656716417,93.5570895522388,0.0,2
85036B,39.0,43.0,121.0,57.0,99.0,HIGH STOCKOUT RISK,REORDER NOW,175.98102272727272,305.65125,0.0,2
21823,38.75,170.0,247.5,154.0,1.0,HIGH STOCKOUT RISK,REORDER NOW,202.2148898678414,1.3130837004405287,0.0,2
21636,38.5,64.0,141.0,110.0,44.0,HIGH STOCKOUT RISK,REORDER NOW,165.34509803921569,66.13803921568628,0.0,2
22446,38.5,28.0,105.0,26.0,128.0,HIGH STOCKOUT RISK,REORDER NOW,79.40126315789473,390.8985263157895,0.0,2
22904,38.5,132.0,209.0,128.0,26.0,HIGH STOCKOUT RISK,REORDER NOW,426.1964255319149,86.5711489361702,0.0,2
85035A,38.25,37.0,113.5,71.0,82.0,HIGH STOCKOUT RISK,REORDER NOW,306.53592592592594,354.0274074074074,0.0,2
21386,38.0,44.0,120.0,50.0,102.0,HIGH STOCKOUT RISK,REORDER NOW,41.85454545454546,85.38327272727273,0.0,2
20832,37.75,73.0,148.5,66.0,85.0,HIGH STOCKOUT RISK,REORDER NOW,61.45333333333333,79.14444444444445,0.0,2
22100,37.75,66.0,141.5,78.0,73.0,HIGH STOCKOUT RISK,REORDER NOW,113.9775,106.67125,0.0,2
35095A,37.75,140.0,215.5,134.0,17.0,HIGH STOCKOUT RISK,REORDER NOW,85.38060240963854,10.831867469879516,0.0,2
22985,37.5,261.0,336.0,257.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,107.63764705882352,0.0,0.0,2
22119,37.25,33.0,107.5,62.0,87.0,HIGH STOCKOUT RISK,REORDER NOW,422.3630769230769,592.6707692307692,0.0,2
22123,37.25,31.0,105.5,61.0,88.0,HIGH STOCKOUT RISK,REORDER NOW,229.3419526627219,330.85396449704143,0.0,2
21116,37.0,30.0,104.0,71.0,77.0,HIGH STOCKOUT RISK,REORDER NOW,480.6355597014926,521.2526492537314,0.0,2
21504,37.0,120.0,194.0,140.0,8.0,HIGH STOCKOUT RISK,REORDER NOW,65.33897280966767,3.7336555891238663,0.0,2
22207,36.5,108.0,181.0,161.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,889.9655967078189,0.0,0.0,2
22703,36.25,27.0,99.5,35.0,110.0,HIGH STOCKOUT RISK,REORDER NOW,67.62636363636364,212.54,0.0,2
21209,35.75,69.0,140.5,89.0,54.0,HIGH STOCKOUT RISK,REORDER NOW,151.37416666666667,91.845,0.0,2
22176,35.5,45.0,116.0,53.0,89.0,HIGH STOCKOUT RISK,REORDER NOW,177.75276515151515,298.49049242424246,0.0,2
22647,35.5,92.0,163.0,145.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,222.27151162790696,0.0,0.0,2
47480,35.25,84.0,154.5,130.0,11.0,HIGH STOCKOUT RISK,REORDER NOW,295.97236842105264,25.043815789473687,0.0,2
21348,35.0,71.0,141.0,93.0,47.0,HIGH STOCKOUT RISK,REORDER NOW,290.26035971223024,146.69071942446044,0.0,2
22955,35.0,86.0,156.0,75.0,65.0,HIGH STOCKOUT RISK,REORDER NOW,169.46484374999997,146.86953125,0.0,2
21777,34.75,44.0,113.5,112.0,27.0,HIGH STOCKOUT RISK,REORDER NOW,1015.854854111406,244.8935809018568,0.0,2
10135,34.5,210.0,279.0,211.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,294.906170212766,0.0,0.0,2
21832,34.5,109.0,178.0,151.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,341.16663113006393,0.0,0.0,2
21191,34.25,87.0,155.5,80.0,57.0,HIGH STOCKOUT RISK,REORDER NOW,231.15643564356435,164.6989603960396,0.0,2
22624,34.25,53.0,121.5,70.0,67.0,HIGH STOCKOUT RISK,REORDER NOW,653.0014563106796,625.0156796116504,0.0,2
22193,34.0,52.0,120.0,67.0,69.0,HIGH STOCKOUT RISK,REORDER NOW,615.7922519685039,634.1741102362205,0.0,2
84031A,34.0,51.0,119.0,109.0,27.0,HIGH STOCKOUT RISK,REORDER NOW,510.9647499999999,126.56924999999998,0.0,2
84510A,34.0,44.0,112.0,88.0,48.0,HIGH STOCKOUT RISK,REORDER NOW,147.78683333333333,80.611,0.0,2
16236,33.75,68.0,135.5,71.0,64.0,HIGH STOCKOUT RISK,REORDER NOW,21.513533834586465,19.39248120300752,0.0,2
22543,33.75,239.0,306.5,185.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,94.11483050847458,0.0,0.0,2
22211,33.0,41.0,107.0,49.0,83.0,HIGH STOCKOUT RISK,REORDER NOW,74.32595317725752,125.8990635451505,0.0,2
21773,32.75,91.0,156.5,81.0,50.0,HIGH STOCKOUT RISK,REORDER NOW,154.70999999999998,95.5,0.0,2
22834,32.75,697.0,762.5,510.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,1164.163285024155,0.0,0.0,2
21259,32.5,61.0,126.0,54.0,76.0,HIGH STOCKOUT RISK,REORDER NOW,372.5149479940565,524.2802971768202,0.0,2
21408,32.5,38.0,103.0,33.0,97.0,HIGH STOCKOUT RISK,REORDER NOW,194.30345679012345,571.1344032921811,0.0,2
22565,32.0,64.0,128.0,112.0,16.0,HIGH STOCKOUT RISK,REORDER NOW,115.54204946996468,16.50600706713781,0.0,2
21071,31.25,219.0,281.5,214.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,348.2282744282744,0.0,0.0,2
22040,31.25,126.0,188.5,131.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,54.57404255319148,0.0,0.0,2
22990,31.25,65.0,127.5,123.0,2.0,HIGH STOCKOUT RISK,REORDER NOW,650.503220338983,10.57728813559322,0.0,2
84929,31.25,226.0,288.5,221.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,81.88391752577321,0.0,0.0,2
21486,31.0,100.0,162.0,145.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,565.9671140939597,0.0,0.0,2
21584,30.75,147.0,208.5,138.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,227.4032258064516,0.0,0.0,2
21590,30.75,199.0,260.5,216.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,269.1709090909091,0.0,0.0,2
85014B,30.75,293.0,354.5,353.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,2350.06653508772,0.0,0.0,2
21245,30.5,70.0,131.0,64.0,58.0,HIGH STOCKOUT RISK,REORDER NOW,123.33980582524272,111.77669902912622,0.0,2
22432,30.5,101.0,162.0,130.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,295.2938814531549,0.0,0.0,2
84535B,30.5,71.0,132.0,99.0,23.0,HIGH STOCKOUT RISK,REORDER NOW,83.93426865671641,19.49988059701493,0.0,2
22365,30.25,117.0,177.5,160.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,1426.570786516854,0.0,0.0,2
22483,30.25,59.0,119.5,84.0,37.0,HIGH STOCKOUT RISK,REORDER NOW,277.99254237288136,122.44909604519772,0.0,2
85049G,30.25,94.0,154.5,106.0,15.0,HIGH STOCKOUT RISK,REORDER NOW,145.17992438563326,20.54432892249527,0.0,2
21643,30.0,43.0,103.0,86.0,34.0,HIGH STOCKOUT RISK,REORDER NOW,159.2246376811594,62.94927536231884,0.0,2
21903,30.0,175.0,235.0,140.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,340.520194647202,0.0,0.0,2
22405,30.0,62.0,122.0,108.0,12.0,HIGH STOCKOUT RISK,REORDER NOW,145.58690582959642,16.176322869955158,0.0,2
22650,30.0,54.0,114.0,79.0,41.0,HIGH STOCKOUT RISK,REORDER NOW,145.15708904109587,75.33469178082191,0.0,2
85183B,30.0,89.0,149.0,115.0,5.0,HIGH STOCKOUT RISK,REORDER NOW,284.81228571428574,12.383142857142856,0.0,2
21463,29.75,39.0,98.5,48.0,71.0,HIGH STOCKOUT RISK,REORDER NOW,312.0365853658537,461.5541158536586,0.0,2
22496,29.75,30.0,89.5,60.0,59.0,HIGH STOCKOUT RISK,REORDER NOW,187.08730964467009,183.96918781725887,0.0,2
22751,29.75,98.0,157.5,119.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,492.5742796610169,0.0,0.0,2
35967,29.75,35.0,94.5,57.0,62.0,HIGH STOCKOUT RISK,REORDER NOW,43.446106194690266,47.25716814159292,0.0,2
22181,29.25,76.0,134.5,100.0,17.0,HIGH STOCKOUT RISK,REORDER NOW,101.54861111111111,17.26326388888889,0.0,2
22279,29.25,53.0,111.5,57.0,60.0,HIGH STOCKOUT RISK,REORDER NOW,92.44671232876712,97.31232876712328,0.0,2
79066K,29.25,41.0,99.5,40.0,77.0,HIGH STOCKOUT RISK,REORDER NOW,43.20327868852458,83.16631147540983,0.0,2
51020B,29.0,108.0,166.0,107.0,9.0,HIGH STOCKOUT RISK,REORDER NOW,100.61451612903224,8.462903225806452,0.0,2
21068,28.75,228.0,285.5,250.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,393.6328125,0.0,0.0,2
21171,28.75,89.0,146.5,83.0,32.0,HIGH STOCKOUT RISK,REORDER NOW,138.9788888888889,53.58222222222222,0.0,2
22199,28.75,67.0,124.5,81.0,34.0,HIGH STOCKOUT RISK,REORDER NOW,418.6562469733656,175.73225181598065,0.0,2
35646,28.75,38.0,95.5,64.0,51.0,HIGH STOCKOUT RISK,REORDER NOW,148.75169811320754,118.53650943396224,0.0,2
17012F,28.25,45.0,101.5,43.0,70.0,HIGH STOCKOUT RISK,REORDER NOW,80.74757009345794,131.44953271028038,0.0,2
22902,28.25,72.0,128.5,101.0,12.0,HIGH STOCKOUT RISK,REORDER NOW,261.43078817733993,31.061083743842367,0.0,2
22984,28.25,117.0,173.5,120.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,57.00560747663551,0.0,0.0,2
21084,28.0,165.0,221.0,200.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,112.68421052631578,0.0,0.0,2
20846,27.75,41.0,96.5,40.0,71.0,HIGH STOCKOUT RISK,REORDER NOW,62.15491329479769,110.32497109826588,0.0,2
21306,27.75,55.0,110.5,107.0,4.0,HIGH STOCKOUT RISK,REORDER NOW,148.82171428571428,5.563428571428571,0.0,2
22475,27.5,37.0,92.0,91.0,19.0,HIGH STOCKOUT RISK,REORDER NOW,545.9545,113.9905,0.0,2
40003,27.5,92.0,147.0,79.0,31.0,HIGH STOCKOUT RISK,REORDER NOW,115.67014925373134,45.38955223880597,0.0,2
22495,27.25,41.0,95.5,42.0,67.0,HIGH STOCKOUT RISK,REORDER NOW,143.619,229.1065,0.0,2
35001W,27.25,64.0,118.5,61.0,48.0,HIGH STOCKOUT RISK,REORDER NOW,248.1275634517767,195.2479187817259,0.0,2
22677,27.0,49.0,103.0,78.0,30.0,HIGH STOCKOUT RISK,REORDER NOW,127.93653710247352,49.20636042402828,0.0,2
21991,26.75,50.0,103.5,92.0,15.0,HIGH STOCKOUT RISK,REORDER NOW,205.9449829351536,33.57798634812286,0.0,2
70007,26.25,103.0,155.5,123.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,260.8960096153846,0.0,0.0,2
20986,25.5,72.0,123.0,52.0,50.0,HIGH STOCKOUT RISK,REORDER NOW,80.8264114832536,77.7177033492823,0.0,2
22920,25.25,96.0,146.5,93.0,8.0,HIGH STOCKOUT RISK,REORDER NOW,80.1580078125,6.8953125,0.0,2
84596G,25.25,66.0,116.5,113.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,97.4400284090909,0.0,0.0,2
85114C,25.25,51.0,101.5,49.0,52.0,HIGH STOCKOUT RISK,REORDER NOW,96.86650602409638,102.79710843373492,0.0,2
22050,25.0,89.0,139.0,136.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,56.934017094017086,0.0,0.0,2
22651,25.0,147.0,197.0,156.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,180.9657352941176,0.0,0.0,2
21258,24.75,54.0,103.5,88.0,11.0,HIGH STOCKOUT RISK,REORDER NOW,1461.8423901581723,182.73029876977157,0.0,2
22078,24.75,122.0,171.5,122.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,304.32775510204084,0.0,0.0,2
22224,24.75,45.0,94.5,66.0,33.0,HIGH STOCKOUT RISK,REORDER NOW,237.99921951219517,118.99960975609756,0.0,2
11001,24.5,178.0,227.0,193.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,359.1245692883895,0.0,0.0,2
22101,24.5,116.0,165.0,144.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,332.6521008403361,0.0,0.0,2
22500,24.5,25.0,74.0,62.0,36.0,HIGH STOCKOUT RISK,REORDER NOW,321.51030000000003,186.68340000000003,0.0,2
22215,24.25,28.0,76.5,36.0,61.0,HIGH STOCKOUT RISK,REORDER NOW,323.3327506426735,547.869383033419,0.0,2
22919,23.75,79.0,126.5,98.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,82.565,0.0,0.0,2
84596J,23.75,57.0,104.5,87.0,8.0,HIGH STOCKOUT RISK,REORDER NOW,103.01676258992804,9.472805755395685,0.0,2
21535,23.5,119.0,166.0,147.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,419.1255038103301,0.0,0.0,2
22615,23.5,158.0,205.0,150.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,67.62631578947368,0.0,0.0,2
82567,23.5,20.0,67.0,61.0,33.0,HIGH STOCKOUT RISK,REORDER NOW,132.48328571428573,71.67128571428573,0.0,2
22525,23.25,78.0,124.5,91.0,2.0,HIGH STOCKOUT RISK,REORDER NOW,150.1390361445783,3.2997590361445783,0.0,2
79190B,23.25,115.0,161.5,78.0,15.0,HIGH STOCKOUT RISK,REORDER NOW,41.92782608695652,8.06304347826087,0.0,2
21447,23.0,113.0,159.0,93.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,151.02438596491228,0.0,0.0,2
21890,23.0,146.0,192.0,149.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,554.3066071428572,0.0,0.0,2
22474,23.0,59.0,105.0,95.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,590.7262645914396,0.0,0.0,2
22203,22.75,65.0,110.5,102.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,470.6154074074074,0.0,0.0,2
22269,22.75,52.0,97.5,81.0,10.0,HIGH STOCKOUT RISK,REORDER NOW,97.99125,12.097685185185185,0.0,2
72807B,22.75,42.0,87.5,38.0,53.0,HIGH STOCKOUT RISK,REORDER NOW,198.1124481327801,276.31473029045645,0.0,2
85049H,22.75,66.0,111.5,67.0,24.0,HIGH STOCKOUT RISK,REORDER NOW,77.32355029585798,27.69798816568047,0.0,2
20675,22.5,118.0,163.0,148.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,222.51705799151344,0.0,0.0,2
22982,22.5,61.0,106.0,72.0,18.0,HIGH STOCKOUT RISK,REORDER NOW,117.61906542056074,29.404766355140183,0.0,2
35648,22.5,48.0,93.0,63.0,27.0,HIGH STOCKOUT RISK,REORDER NOW,110.44155405405404,47.332094594594594,0.0,2
84849D,22.5,63.0,108.0,89.0,1.0,HIGH STOCKOUT RISK,REORDER NOW,168.51003787878787,1.893371212121212,0.0,2
21400,22.25,45.0,89.5,57.0,32.0,HIGH STOCKOUT RISK,REORDER NOW,17.174347826086954,9.641739130434782,0.0,2
22634,22.25,40.0,84.5,76.0,13.0,HIGH STOCKOUT RISK,REORDER NOW,769.2352346570397,131.57971119133572,0.0,2
22675,22.25,99.0,143.5,120.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,172.78267148014442,0.0,0.0,2
22062,22.0,39.0,83.0,44.0,44.0,HIGH STOCKOUT RISK,REORDER NOW,105.18298507462688,105.18298507462688,0.0,2
22410,22.0,51.0,95.0,62.0,26.0,HIGH STOCKOUT RISK,REORDER NOW,86.32643216080402,36.20140703517588,0.0,2
37327,22.0,120.0,164.0,156.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,254.0595652173913,0.0,0.0,2
85049C,22.0,57.0,101.0,76.0,12.0,HIGH STOCKOUT RISK,REORDER NOW,101.94390625,16.09640625,0.0,2
22182,21.75,24.0,67.5,26.0,61.0,HIGH STOCKOUT RISK,REORDER NOW,118.79325714285714,278.70725714285715,0.0,2
71053,21.5,111.0,154.0,144.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,646.5373525557012,0.0,0.0,2
72807A,21.5,35.0,78.0,48.0,38.0,HIGH STOCKOUT RISK,REORDER NOW,269.7052631578947,213.51666666666665,0.0,2
84536B,21.5,106.0,149.0,138.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,79.22423645320197,0.0,0.0,2
22973,21.25,63.0,105.5,79.0,6.0,HIGH STOCKOUT RISK,REORDER NOW,158.19506172839505,12.014814814814812,0.0,2
84951B,21.25,33.0,75.5,68.0,17.0,HIGH STOCKOUT RISK,REORDER NOW,139.13586776859503,34.78396694214876,0.0,2
21666,21.0,165.0,207.0,115.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,93.76420454545456,0.0,0.0,2
22472,21.0,60.0,102.0,60.0,24.0,HIGH STOCKOUT RISK,REORDER NOW,351.29644268774706,140.51857707509882,0.0,2
72351B,20.75,160.0,201.5,196.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,462.27345029239774,0.0,0.0,2
85032B,20.75,55.0,96.5,65.0,18.0,HIGH STOCKOUT RISK,REORDER NOW,82.26776315789473,22.78184210526316,0.0,2
22669,20.5,67.0,108.0,80.0,2.0,HIGH STOCKOUT RISK,REORDER NOW,289.88713318284425,7.247178329571106,0.0,2
21060,20.25,93.0,133.5,70.0,11.0,HIGH STOCKOUT RISK,REORDER NOW,65.85562913907285,10.348741721854305,0.0,2
22623,20.25,65.0,105.5,96.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,543.2191304347826,0.0,0.0,2
22220,19.5,22.0,61.0,25.0,53.0,HIGH STOCKOUT RISK,REORDER NOW,258.3712121212121,547.7469696969697,0.0,2
22838,19.5,66.0,105.0,89.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,1481.4476712328767,0.0,0.0,2
85174,19.5,43.0,82.0,47.0,31.0,HIGH STOCKOUT RISK,REORDER NOW,309.9568533333333,204.43962666666664,0.0,2
17084N,19.25,110.0,148.5,117.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,40.48074866310161,0.0,0.0,2
20733,19.25,92.0,130.5,86.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,73.21331081081081,0.0,0.0,2
20931,19.25,30.0,68.5,38.0,39.0,HIGH STOCKOUT RISK,REORDER NOW,179.15976047904192,183.8744910179641,0.0,2
85183A,19.25,96.0,134.5,125.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,293.0442176870748,0.0,0.0,2
47591B,19.0,49.0,87.0,64.0,12.0,HIGH STOCKOUT RISK,REORDER NOW,106.8618439716312,20.03659574468085,0.0,2
84534B,18.75,36.0,73.5,70.0,5.0,HIGH STOCKOUT RISK,REORDER NOW,83.59473684210526,5.971052631578947,0.0,2
84792,18.75,64.0,101.5,62.0,13.0,HIGH STOCKOUT RISK,REORDER NOW,325.20230623818526,68.18758034026465,0.0,2
21198,18.5,66.0,103.0,53.0,21.0,HIGH STOCKOUT RISK,REORDER NOW,91.8290163934426,36.38508196721311,0.0,2
37500,18.5,35.0,72.0,52.0,22.0,HIGH STOCKOUT RISK,REORDER NOW,475.42285714285714,201.14043956043955,0.0,2
22660,18.25,72.0,108.5,54.0,19.0,HIGH STOCKOUT RISK,REORDER NOW,490.99569230769225,172.75774358974357,0.0,2
22939,18.25,39.0,75.5,67.0,6.0,HIGH STOCKOUT RISK,REORDER NOW,393.4877049180328,35.23770491803279,0.0,2
22505,18.0,91.0,127.0,118.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,645.0176933158584,0.0,0.0,2
22718,18.0,64.0,100.0,81.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,45.75741573033707,0.0,0.0,2
22930,18.0,57.0,93.0,65.0,7.0,HIGH STOCKOUT RISK,REORDER NOW,199.43828125,21.47796875,0.0,2
72819,18.0,58.0,94.0,44.0,28.0,HIGH STOCKOUT RISK,REORDER NOW,130.82042553191488,83.24936170212764,0.0,2
21794,17.75,27.0,62.5,26.0,45.0,HIGH STOCKOUT RISK,REORDER NOW,155.79967213114753,269.6532786885246,0.0,2
22192,17.5,26.0,61.0,55.0,15.0,HIGH STOCKOUT RISK,REORDER NOW,488.7869642857143,133.30553571428572,0.0,2
22378,17.5,155.0,190.0,142.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,405.5139963833635,0.0,0.0,2
22845,17.5,30.0,65.0,65.0,5.0,HIGH STOCKOUT RISK,REORDER NOW,505.7208641975308,38.9016049382716,0.0,2
22060,17.25,43.0,77.5,49.0,20.0,HIGH STOCKOUT RISK,REORDER NOW,478.6903468208092,195.3838150289017,0.0,2
85036A,17.25,26.0,60.5,50.0,19.0,HIGH STOCKOUT RISK,REORDER NOW,205.70809248554917,78.16907514450867,0.0,2
21807,17.0,194.0,228.0,209.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,106.8918888888889,0.0,0.0,2
22690,17.0,170.0,204.0,138.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,1132.9206787330318,0.0,0.0,2
22846,17.0,25.0,59.0,58.0,10.0,HIGH STOCKOUT RISK,REORDER NOW,1019.4175342465752,175.76164383561644,0.0,2
22847,17.0,36.0,70.0,56.0,12.0,HIGH STOCKOUT RISK,REORDER NOW,958.7599999999998,205.44857142857137,0.0,2
22287,16.75,105.0,138.5,126.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,210.05852459016396,0.0,0.0,2
22429,16.75,79.0,112.5,70.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,336.2944530046225,0.0,0.0,2
85054,16.75,31.0,64.5,39.0,28.0,HIGH STOCKOUT RISK,REORDER NOW,135.34830985915494,97.17314553990612,0.0,2
22120,16.5,21.0,54.0,28.0,38.0,HIGH STOCKOUT RISK,REORDER NOW,315.21561497326206,427.7926203208556,0.0,2
22390,16.5,64.0,97.0,52.0,14.0,HIGH STOCKOUT RISK,REORDER NOW,137.91903614457829,37.13204819277108,0.0,2
47310M,16.5,29.0,62.0,57.0,9.0,HIGH STOCKOUT RISK,REORDER NOW,94.88687861271676,14.9821387283237,0.0,2
22682,16.0,41.0,73.0,62.0,2.0,HIGH STOCKOUT RISK,REORDER NOW,94.91027027027026,3.061621621621621,0.0,2
20839,15.75,30.0,61.5,36.0,27.0,HIGH STOCKOUT RISK,REORDER NOW,90.10677966101696,67.58008474576272,0.0,2
21383,15.75,94.0,125.5,95.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,91.21991017964072,0.0,0.0,2
22389,15.75,31.0,62.5,38.0,25.0,HIGH STOCKOUT RISK,REORDER NOW,96.40967741935484,63.42741935483871,0.0,2
22978,15.75,268.0,299.5,194.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,836.97032,0.0,0.0,2
84519A,15.75,45.0,76.5,76.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,225.68630541871923,0.0,0.0,2
21199,15.5,71.0,102.0,66.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,122.72066225165564,0.0,0.0,2
21219,15.5,28.0,59.0,53.0,9.0,HIGH STOCKOUT RISK,REORDER NOW,82.26843575418992,13.970111731843572,0.0,2
22233,15.5,35.0,66.0,61.0,1.0,HIGH STOCKOUT RISK,REORDER NOW,92.24517045454544,1.5122159090909089,0.0,2
22485,15.5,25.0,56.0,33.0,29.0,HIGH STOCKOUT RISK,REORDER NOW,485.88644859813087,426.9911214953271,0.0,2
21201,15.25,103.0,133.5,81.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,241.111106557377,0.0,0.0,2
22453,15.25,42.0,72.5,72.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,207.4183783783784,0.0,0.0,2
22501,15.25,101.0,131.5,128.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,1716.7215094339622,0.0,0.0,2
22424,15.0,40.0,70.0,41.0,19.0,HIGH STOCKOUT RISK,REORDER NOW,626.9387075718016,290.5325718015666,0.0,2
84951A,15.0,35.0,65.0,35.0,25.0,HIGH STOCKOUT RISK,REORDER NOW,74.15625,52.96875,0.0,2
85017B,15.0,96.0,126.0,90.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,67.68056426332288,0.0,0.0,2
22304,14.75,168.0,197.5,162.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,460.7863953488372,0.0,0.0,2
72122,14.75,20.0,49.5,40.0,19.0,HIGH STOCKOUT RISK,REORDER NOW,45.30645161290322,21.52056451612903,0.0,2
85131B,14.75,39.0,68.5,63.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,54.20333333333333,0.0,0.0,2
22854,14.5,55.0,84.0,64.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,348.2920634920635,0.0,0.0,2
21110,14.0,99.0,127.0,84.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,622.5875,0.0,0.0,2
21446,14.0,36.0,64.0,39.0,17.0,HIGH STOCKOUT RISK,REORDER NOW,57.91175,25.243583333333333,0.0,2
22853,14.0,26.0,54.0,37.0,19.0,HIGH STOCKOUT RISK,REORDER NOW,132.87530612244896,68.23326530612245,0.0,2
21882,13.5,87.0,114.0,64.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,49.61851239669421,0.0,0.0,2
22129,13.5,141.0,168.0,154.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,250.95,0.0,0.0,2
84356,13.5,47.0,74.0,65.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,425.8125925925926,0.0,0.0,2
22358,13.25,65.0,91.5,85.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,327.50922953451044,0.0,0.0,2
84031B,13.25,37.0,63.5,58.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,272.0765342960289,0.0,0.0,2
21746,13.0,161.0,187.0,182.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,273.89017821782176,0.0,0.0,2
22026,13.0,98.0,124.0,124.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,66.28087193460489,0.0,0.0,2
22448,13.0,73.0,99.0,60.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,221.1853658536585,0.0,0.0,2
21207,12.75,151.0,176.5,173.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,303.9194076655052,0.0,0.0,2
22374,12.75,18.0,43.5,29.0,22.0,HIGH STOCKOUT RISK,REORDER NOW,154.41967889908256,117.14596330275228,0.0,2
20768,12.5,63.0,88.0,56.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,143.19463087248323,0.0,0.0,2
21065,12.5,56.0,81.0,66.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,325.0925806451613,0.0,0.0,2
22286,12.5,107.0,132.0,122.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,212.46143589743588,0.0,0.0,2
84279P,12.5,51.0,76.0,76.0,0.0,HIGH STOCKOUT RISK,REORDER NOW,346.0001253918496,0.0,0.0,2
